,Species,Dead_Alive,Gear,SCL_notch,SCL_tip,SCW,CCL_notch,TestLevel_Before,Entangled
10993,Green,Alive,Pound net,30.1,30.3,24.0,31.2,78.7,Free
10994,Loggerhead,Alive,Pound net,95.6,97.8,67.6,97.2,155.4,Free
10995,Loggerhead,Alive,Pound net,95.6,97.8,67.6,97.2,155.4,Free
10996,Loggerhead,Alive,Gill net,71.4,72.8,58.5,76.8,240.8,Free
10997,Loggerhead,Alive,Gill net,71.4,72.8,58.5,76.8,240.8,Free
10998,Loggerhead,Alive,Hook and line,68.3,70.3,58.5,74.0,155.4,Free
10999,Loggerhead,Alive,Hook and line,68.3,70.3,58.5,74.0,155.4,Free
11000,Green,Alive,Pound net,30.0,30.3,24.5,31.3,78.7,Free
11001,Green,Alive,Pound net,30.0,30.3,24.5,31.3,78.7,Free
11002,Green,Alive,Pound net,28.8,29.2,22.8,29.9,78.7,Free
11003,Green,Alive,Pound net,28.8,29.2,22.8,29.9,78.7,Free
11004,Loggerhead,Alive,Pound net,62.3,74.7,58.5,67.5,155.4,Free
11005,Loggerhead,Alive,Pound net,62.3,74.7,58.5,67.5,155.4,Free
11006,Kemps_Ridley,Alive,Pound net,50.5,51.5,48.5,53.4,168.6,Free
11007,Kemps_Ridley,Alive,Pound net,50.5,51.5,48.5,53.4,168.6,Free
11008,Green,Alive,Pound net,27.4,27.9,22.0,28.4,78.7,Free
11009,Green,Alive,Pound net,27.4,27.9,22.0,28.4,78.7,Free
11010,Loggerhead,Alive,Gill net,56.1,57.0,47.4,60.3,99.8,Free
11011,Loggerhead,Alive,Gill net,56.1,57.0,47.4,60.3,99.8,Free
11012,Loggerhead,Alive,Pound net,68.5,69.9,55.3,74.0,155.4,Free
11013,Loggerhead,Alive,Pound net,68.5,69.9,55.3,74.0,155.4,Free
11014,Loggerhead,Alive,Pound net,62.6,64.5,52.3,67.5,155.4,Free
11015,Loggerhead,Alive,Pound net,62.6,64.5,52.3,67.5,155.4,Free
11016,Green,Alive,Pound net,29.8,30.0,23.4,30.5,78.7,Free
11017,Green,Alive,Pound net,29.8,30.0,23.4,30.5,78.7,Free
11018,Loggerhead,Alive,Pound net,70.8,72.4,58.3,76.0,155.4,Free
11019,Loggerhead,Alive,Pound net,70.8,72.4,58.3,76.0,155.4,Free
11020,Green,Alive,Pound net,29.6,30.0,23.1,31.2,78.7,Free
11021,Green,Alive,Pound net,29.6,30.0,23.1,31.2,78.7,Free
11022,Loggerhead,Alive,Pound net,68.0,69.6,57.5,72.6,155.4,Free
11023,Loggerhead,Alive,Pound net,68.0,69.6,57.5,72.6,155.4,Free
11024,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11025,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11026,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11027,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11028,Green,Alive,Pound net,28.9,29.5,23.9,30.4,78.7,Free
11029,Green,Alive,Pound net,28.9,29.5,23.9,30.4,78.7,Free
11030,Green,Alive,Pound net,27.2,27.6,22.5,28.4,78.7,Free
11031,Green,Alive,Pound net,27.2,27.6,22.5,28.4,78.7,Free
11032,Loggerhead,Alive,Pound net,57.4,59.0,49.9,61.4,666.8,Free
11033,Loggerhead,Alive,Pound net,57.4,59.0,49.9,61.4,666.8,Free
11034,Green,Alive,Pound net,27.2,27.5,22.3,28.7,78.7,Free
11035,Green,Alive,Pound net,27.2,27.5,22.3,28.7,78.7,Free
11036,Green,Alive,Pound net,31.0,31.2,25.2,32.2,78.7,Free
11037,Green,Alive,Pound net,31.0,31.2,25.2,32.2,78.7,Free
11038,Green,Alive,Pound net,25.7,26.3,20.0,27.0,78.7,Free
11039,Green,Alive,Pound net,25.7,26.3,20.0,27.0,78.7,Free
11040,Green,Alive,Pound net,27.2,27.9,22.7,28.6,78.7,Free
11041,Green,Alive,Pound net,27.2,27.9,22.7,28.6,78.7,Free
11042,Green,Alive,Pound net,26.0,26.6,20.2,26.9,78.7,Free
11043,Green,Alive,Pound net,26.0,26.6,20.2,26.9,78.7,Free
11044,Green,Alive,Pound net,28.7,29.9,24.3,30.5,78.7,Free
11045,Green,Alive,Pound net,28.7,29.9,24.3,30.5,78.7,Free
11046,Loggerhead,Dead,Live stranding,79.6,80.5,63.1,83.0,155.4,Free
11047,Loggerhead,Dead,Live stranding,79.6,80.5,63.1,83.0,155.4,Free
11048,Kemps_Ridley,Alive,Pound net,32.0,32.6,30.8,33.0,71.5,Free
11049,Kemps_Ridley,Alive,Pound net,32.0,32.6,30.8,33.0,71.5,Free
11050,Kemps_Ridley,Alive,Gill net,52.5,53.2,50.0,55.0,110.9,Free
11051,Kemps_Ridley,Alive,Gill net,52.5,53.2,50.0,55.0,110.9,Free
11052,Loggerhead,Alive,Pound net,53.4,54.2,45.2,59.3,205.2,Free
11053,Loggerhead,Alive,Pound net,53.4,54.2,45.2,59.3,205.2,Free
11054,Green,Alive,Pound net,25.3,26.0,20.1,27.0,78.7,Free
11055,Green,Alive,Pound net,25.3,26.0,20.1,27.0,78.7,Free
11056,Green,Alive,Pound net,26.2,26.5,22.3,27.4,78.7,Free
11057,Green,Alive,Pound net,26.2,26.5,22.3,27.4,78.7,Free
11058,Loggerhead,Alive,Leased Pound Net,51.2,52.8,49.5,55.4,226.1,Free
11059,Loggerhead,Alive,Leased Pound Net,51.2,52.8,49.5,55.4,226.1,Free
11060,Loggerhead,Alive,Pound net,75.2,76.9,63.2,83.5,155.4,Free
11061,Loggerhead,Alive,Pound net,75.2,76.9,63.2,83.5,155.4,Free
11062,Loggerhead,Alive,Pound net,92.9,95.8,69.0,67.5,155.4,Free
11063,Loggerhead,Alive,Pound net,92.9,95.8,69.0,67.5,155.4,Free
11064,Loggerhead,Alive,Pound net,56.4,57.5,46.8,60.5,155.4,Free
11065,Loggerhead,Alive,Pound net,56.4,57.5,46.8,60.5,155.4,Free
11066,Loggerhead,Alive,Pound net,65.6,66.5,56.1,71.1,155.4,Free
11067,Loggerhead,Alive,Pound net,65.6,66.5,56.1,71.1,155.4,Free
11068,Green,Alive,Pound net,28.0,28.3,23.0,29.5,78.7,Free
11069,Green,Alive,Pound net,28.0,28.3,23.0,29.5,78.7,Free
11070,Green,Alive,Pound net,26.1,26.4,21.1,27.5,78.7,Free
11071,Green,Alive,Pound net,26.1,26.4,21.1,27.5,78.7,Free
11072,Green,Alive,Pound net,27.8,28.0,22.2,29.4,78.7,Free
11073,Green,Alive,Pound net,27.8,28.0,22.2,29.4,78.7,Free
11074,Green,Alive,Pound net,31.8,32.2,26.0,33.8,78.7,Free
11075,Green,Alive,Pound net,31.8,32.2,26.0,33.8,78.7,Free
11076,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11077,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11078,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11079,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11080,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11081,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11082,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11083,Green,Alive,Pound net,32.0,32.6,26.5,34.0,78.7,Free
11084,Green,Alive,Pound net,28.6,29.4,23.2,30.5,78.7,Free
11085,Green,Alive,Pound net,28.6,29.4,23.2,30.5,78.7,Free
11086,Loggerhead,Alive,Pound net,62.4,63.7,52.5,66.3,155.4,Free
11087,Loggerhead,Alive,Pound net,62.4,63.7,52.5,66.3,155.4,Free
11088,Green,Alive,Pound net,31.1,32.0,23.7,33.0,78.7,Free
11089,Loggerhead,Alive,Gill net,68.7,69.8,58.4,72.0,92.2,Free
11090,Loggerhead,Alive,Gill net,68.7,69.8,58.4,72.0,92.2,Free
11091,Green,Alive,Gill net,37.0,37.8,28.9,31.4,78.7,Free
11092,Green,Alive,Gill net,37.0,37.8,28.9,31.4,78.7,Free
11093,Green,Alive,Pound net,27.7,28.3,22.8,29.7,78.7,Free
11094,Green,Alive,Pound net,27.7,28.3,22.8,29.7,78.7,Free
11095,Loggerhead,Alive,Pound net,62.0,62.8,52.5,66.4,155.4,Free
11096,Loggerhead,Alive,Pound net,62.0,62.8,52.5,66.4,155.4,Free
11097,Kemps_Ridley,Alive,Pound net,24.7,25.6,22.6,26.2,100.8,Free
11098,Kemps_Ridley,Alive,Pound net,24.7,25.6,22.6,26.2,100.8,Free
11099,Green,Alive,Pound net,26.9,27.3,19.9,28.0,78.7,Free
11100,Green,Alive,Pound net,26.9,27.3,19.9,28.0,78.7,Free
11101,Green,Alive,Pound net,28.6,29.1,23.2,30.6,78.7,Free
11102,Green,Alive,Pound net,28.6,29.1,23.2,30.6,78.7,Free
11103,Loggerhead,Alive,Pound net,59.8,60.4,50.6,63.5,155.4,Free
11104,Loggerhead,Alive,Pound net,59.8,60.4,50.6,63.5,155.4,Free
11105,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,765.1,Free
11106,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,765.1,Free
11107,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,765.1,Free
11108,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,765.1,Free
11109,Green,Alive,Pound net,30.1,30.6,25.4,32.3,78.7,Free
11110,Green,Alive,Pound net,30.1,30.6,25.4,32.3,78.7,Free
11111,Loggerhead,Alive,Pound net,57.3,58.9,50.6,64.0,155.4,Free
11112,Loggerhead,Alive,Pound net,57.3,58.9,50.6,64.0,155.4,Free
11113,Loggerhead,Alive,Gill net,102.5,104.4,73.1,108.7,77450.0,Free
11114,Loggerhead,Alive,Gill net,102.5,104.4,73.1,108.7,77450.0,Free
11115,Green,Alive,Pound net,28.8,29.5,24.5,30.6,78.7,Free
11116,Green,Alive,Pound net,28.8,29.5,24.5,30.6,78.7,Free
11117,Green,Alive,Pound net,27.8,28.2,23.0,29.0,78.7,Free
11118,Green,Alive,Pound net,27.8,28.2,23.0,29.0,78.7,Free
11119,Loggerhead,Alive,Pound net,61.7,62.7,53.3,67.2,155.4,Free
11120,Loggerhead,Alive,Pound net,61.7,62.7,53.3,67.2,155.4,Free
11121,Loggerhead,Alive,Leased Pound Net,65.4,66.5,56.6,69.8,111.8,Free
11122,Loggerhead,Alive,Leased Pound Net,65.4,66.5,56.6,69.8,111.8,Free
11123,Green,Alive,Pound net,29.4,30.3,25.7,31.4,78.7,Free
11124,Green,Alive,Pound net,29.4,30.3,25.7,31.4,78.7,Free
11125,Green,Alive,Pound net,29.5,29.9,23.7,29.0,78.7,Free
11126,Green,Alive,Pound net,29.5,29.9,23.7,29.0,78.7,Free
11127,Loggerhead,Alive,Pound net,60.4,61.4,53.4,63.0,155.4,Free
11128,Loggerhead,Alive,Pound net,60.4,61.4,53.4,63.0,155.4,Free
11129,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11130,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11131,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11132,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11133,Loggerhead,Alive,Pound net,58.7,60.0,51.0,64.2,155.4,Free
11134,Loggerhead,Alive,Pound net,58.7,60.0,51.0,64.2,155.4,Free
11135,Green,Alive,Pound net,29.0,29.5,22.5,30.9,78.7,Free
11136,Loggerhead,Alive,Pound net,54.9,55.8,48.2,59.6,155.4,Free
11137,Loggerhead,Alive,Pound net,54.9,55.8,48.2,59.6,155.4,Free
11138,Loggerhead,Alive,Pound net,54.7,55.6,48.2,61.1,143.1,Free
11139,Loggerhead,Alive,Pound net,54.7,55.6,48.2,61.1,143.1,Free
11140,Loggerhead,Alive,Pound net,54.7,55.6,48.2,61.1,143.1,Free
11141,Loggerhead,Alive,Pound net,54.7,55.6,48.2,61.1,143.1,Free
11142,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11143,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11144,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11145,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11146,Green,Alive,Pound net,25.1,25.4,20.8,25.7,78.7,Free
11147,Green,Alive,Pound net,25.1,25.4,20.8,25.7,78.7,Free
11148,Green,Alive,Pound net,25.4,25.7,20.4,27.2,78.7,Free
11149,Green,Alive,Pound net,25.4,25.7,20.4,27.2,78.7,Free
11150,Green,Alive,Pound net,34.8,35.4,28.4,37.2,78.7,Free
11151,Green,Alive,Pound net,34.8,35.4,28.4,37.2,78.7,Free
11152,Green,Alive,Pound net,30.3,31.0,25.6,32.1,78.7,Free
11153,Green,Alive,Pound net,30.3,31.0,25.6,32.1,78.7,Free
11154,Loggerhead,Alive,Pound net,57.0,57.5,48.0,60.4,155.4,Free
11155,Loggerhead,Alive,Pound net,57.0,57.5,48.0,60.4,155.4,Free
11156,Green,Alive,Pound net,27.6,28.2,22.1,28.7,78.7,Free
11157,Green,Alive,Pound net,27.6,28.2,22.1,28.7,78.7,Free
11158,Kemps_Ridley,Alive,Pound net,35.8,36.3,33.7,37.5,117.3,Free
11159,Kemps_Ridley,Alive,Pound net,35.8,36.3,33.7,37.5,117.3,Free
11160,Green,Alive,Pound net,28.2,28.7,22.5,30.2,78.7,Free
11161,Green,Alive,Pound net,28.2,28.7,22.5,30.2,78.7,Free
11162,Green,Alive,Pound net,24.0,24.2,20.8,25.8,78.7,Free
11163,Green,Alive,Pound net,24.0,24.2,20.8,25.8,78.7,Free
11164,Green,Alive,Pound net,25.0,25.4,20.4,27.0,78.7,Free
11165,Green,Alive,Pound net,25.0,25.4,20.4,27.0,78.7,Free
11166,Green,Alive,Pound net,30.5,31.5,23.5,31.2,78.7,Free
11167,Green,Alive,Pound net,30.5,31.5,23.5,31.2,78.7,Free
11168,Loggerhead,Alive,Pound net,62.8,63.4,53.0,68.6,155.4,Free
11169,Loggerhead,Alive,Pound net,62.8,63.4,53.0,68.6,155.4,Free
11170,Green,Alive,Pound net,36.9,37.9,31.9,39.3,78.7,Free
11171,Green,Alive,Pound net,36.9,37.9,31.9,39.3,78.7,Free
11172,Green,Alive,Pound net,24.0,24.6,20.0,25.8,78.7,Free
11173,Green,Alive,Pound net,24.0,24.6,20.0,25.8,78.7,Free
11174,Green,Alive,Pound net,30.8,31.2,24.3,31.9,78.7,Free
11175,Green,Alive,Pound net,30.8,31.2,24.3,31.9,78.7,Free
11176,Loggerhead,Alive,Pound net,67.1,67.7,55.6,71.7,155.4,Free
11177,Loggerhead,Alive,Pound net,67.1,67.7,55.6,71.7,155.4,Free
11178,Green,Dead,Pound net,32.7,33.1,26.1,34.0,78.7,Entangled
11179,Green,Dead,Pound net,32.7,33.1,26.1,34.0,78.7,Entangled
11180,Loggerhead,Alive,Pound net,74.0,75.9,56.6,79.4,155.4,Free
11181,Loggerhead,Alive,Pound net,74.0,75.9,56.6,79.4,155.4,Free
11182,Green,Alive,Pound net,28.4,28.6,23.0,29.2,78.7,Free
11183,Green,Alive,Pound net,28.4,28.6,23.0,29.2,78.7,Free
11184,Green,Alive,Pound net,31.0,31.3,25.4,32.6,78.7,Free
11185,Green,Alive,Pound net,31.0,31.3,25.4,32.6,78.7,Free
11186,Green,Alive,Pound net,26.2,26.5,20.5,27.7,78.7,Free
11187,Green,Alive,Pound net,26.2,26.5,20.5,27.7,78.7,Free
11188,Green,Alive,Pound net,30.9,31.8,25.8,32.3,78.7,Free
11189,Green,Dead,Pound net,25.5,26.0,20.1,27.4,78.7,Entangled
11190,Green,Dead,Pound net,25.5,26.0,20.1,27.4,78.7,Entangled
11191,Green,Alive,Pound net,27.8,28.2,23.7,29.1,98.5,Free
11192,Green,Alive,Pound net,27.8,28.2,23.7,29.1,98.5,Free
11193,Green,Alive,Pound net,29.8,30.3,24.6,31.4,78.7,Free
11194,Green,Alive,Pound net,29.8,30.3,24.6,31.4,78.7,Free
11195,Green,Alive,Pound net,29.8,30.3,24.6,31.4,78.7,Free
11196,Green,Alive,Pound net,29.8,30.3,24.6,31.4,78.7,Free
11197,Green,Alive,Pound net,31.5,32.0,24.5,33.0,78.7,Free
11198,Green,Alive,Pound net,31.5,32.0,24.5,33.0,78.7,Free
11199,Loggerhead,Alive,Pound net,63.6,64.7,49.3,68.7,155.4,Free
11200,Loggerhead,Alive,Pound net,63.6,64.7,49.3,68.7,155.4,Free
11201,Loggerhead,Alive,Gill net,59.8,61.0,51.2,63.9,155.4,Free
11202,Loggerhead,Alive,Gill net,59.8,61.0,51.2,63.9,155.4,Free
11203,Loggerhead,Alive,Gill net,58.5,59.4,48.5,64.1,155.4,Free
11204,Loggerhead,Alive,Gill net,58.5,59.4,48.5,64.1,155.4,Free
11205,Loggerhead,Alive,Skimmer Trawl,66.5,67.6,53.9,71.0,155.4,Free
11206,Loggerhead,Alive,Skimmer Trawl,66.5,67.6,53.9,71.0,155.4,Free
11207,Green,Alive,Leased Pound Net,32.0,32.5,24.2,32.9,118.2,Free
11208,Green,Alive,Leased Pound Net,32.0,32.5,24.2,32.9,118.2,Free
11209,Loggerhead,Alive,Pound net,62.4,63.5,54.1,65.7,497.6,Free
11210,Loggerhead,Alive,Pound net,62.4,63.5,54.1,65.7,497.6,Free
11211,Green,Alive,Pound net,27.5,28.7,22.5,28.6,78.7,Free
11212,Green,Alive,Pound net,27.5,28.7,22.5,28.6,78.7,Free
11213,Green,Alive,Pound net,24.5,25.0,20.2,25.4,132.9,Free
11214,Green,Alive,Pound net,24.5,25.0,20.2,25.4,132.9,Free
11215,Loggerhead,Alive,Skimmer Trawl,53.6,53.9,45.2,58.1,155.4,Free
11216,Loggerhead,Alive,Skimmer Trawl,53.6,53.9,45.2,58.1,155.4,Free
11217,Green,Alive,Leased Pound Net,28.3,28.9,24.4,29.3,81.0,Free
11218,Green,Alive,Leased Pound Net,28.3,28.9,24.4,29.3,81.0,Free
11219,Green,Alive,Leased Pound Net,29.8,30.3,24.6,31.4,78.7,Free
11220,Green,Alive,Leased Pound Net,29.8,30.3,24.6,31.4,78.7,Free
11221,Loggerhead,Dead,Pound net,54.9,54.9,45.8,58.0,95.4,Free
11222,Loggerhead,Dead,Pound net,54.9,54.9,45.8,58.0,95.4,Free
11223,Green,Alive,Pound net,26.6,27.0,21.3,27.3,78.7,Free
11224,Green,Alive,Pound net,26.6,27.0,21.3,27.3,78.7,Free
11225,Loggerhead,Alive,Gill net,63.3,64.7,56.3,68.3,158.9,Free
11226,Loggerhead,Alive,Gill net,63.3,64.7,56.3,68.3,158.9,Free
11227,Loggerhead,Alive,Pound net,62.3,63.6,52.2,57.0,74.6,Free
11228,Loggerhead,Alive,Pound net,62.3,63.6,52.2,57.0,74.6,Free
11229,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11230,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11231,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11232,Loggerhead,Alive,Pound net,62.3,63.6,52.2,67.5,155.4,Free
11233,Loggerhead,Dead,Pound net,72.3,74.6,49.2,79.0,155.4,Free
11234,Loggerhead,Alive,Gill net,48.0,49.0,40.0,51.8,155.4,Free
11235,Loggerhead,Alive,Gill net,48.0,49.0,40.0,51.8,155.4,Free
11236,Green,Alive,Gill net,29.8,30.3,24.6,31.4,78.7,Free
11237,Green,Alive,Gill net,29.8,30.3,24.6,31.4,78.7,Free
11240,Loggerhead,Alive,Gill net,73.1,74.6,61.2,77.0,146.4,Free
11241,Loggerhead,Alive,Gill net,73.1,74.6,61.2,77.0,146.4,Free
11242,Kemps_Ridley,Alive,Leased Pound Net,40.3,41.1,37.5,41.7,110.9,Free
11243,Kemps_Ridley,Alive,Leased Pound Net,40.3,41.1,37.5,41.7,110.9,Free
11244,Kemps_Ridley,Alive,Leased Pound Net,22.7,23.1,20.8,24.2,122.3,Free
11245,Kemps_Ridley,Alive,Leased Pound Net,22.7,23.1,20.8,24.2,122.3,Free
11246,Kemps_Ridley,Alive,Leased Pound Net,44.0,44.6,42.6,45.9,153.6,Free
11247,Kemps_Ridley,Alive,Leased Pound Net,44.0,44.6,42.6,45.9,153.6,Free
11248,Loggerhead,Alive,Gill net,57.2,58.1,46.6,61.9,155.4,Free
11249,Loggerhead,Alive,Gill net,57.2,58.1,46.6,61.9,155.4,Free
11250,Loggerhead,Alive,Gill net,58.6,59.9,50.3,61.2,72.1,Free
11251,Loggerhead,Alive,Gill net,58.6,59.9,50.3,61.2,72.1,Free
11252,Loggerhead,Alive,Gill net,58.1,59.6,49.3,62.2,443.6,Free
11253,Loggerhead,Alive,Gill net,58.1,59.6,49.3,62.2,443.6,Free
11254,Loggerhead,Alive,Pound net,66.7,67.4,67.3,67.5,105.4,Free
11255,Loggerhead,Alive,Pound net,66.7,67.4,67.3,67.5,105.4,Free
11256,Loggerhead,Alive,Gill net,62.3,63.6,52.2,67.5,155.4,Free
11257,Loggerhead,Alive,Gill net,62.3,63.6,52.2,67.5,155.4,Free
11258,Loggerhead,Alive,Gill net,62.3,63.6,52.2,67.5,155.4,Free
11259,Loggerhead,Alive,Gill net,62.3,63.6,52.2,67.5,155.4,Free
11260,Green,Alive,Gill net,29.8,30.3,24.6,31.4,78.7,Free
11261,Green,Alive,Gill net,29.8,30.3,24.6,31.4,78.7,Free
11262,Loggerhead,Alive,Pound net,77.3,78.5,58.2,81.9,117.5,Free
11263,Loggerhead,Alive,Pound net,77.3,78.5,58.2,81.9,117.5,Free
11264,Loggerhead,Alive,Pound net,55.1,55.2,45.3,59.7,267.3,Free
11265,Loggerhead,Alive,Pound net,55.1,55.2,45.3,59.7,267.3,Free
11266,Loggerhead,Alive,Pound net,55.1,55.2,45.3,59.7,267.3,Free
11267,Loggerhead,Alive,Pound net,55.1,55.2,45.3,59.7,267.3,Free
11268,Loggerhead,Alive,Pound net,55.3,55.7,45.6,59.0,144.1,Free
11269,Loggerhead,Alive,Pound net,55.3,55.7,45.6,59.0,144.1,Free
11270,Loggerhead,Alive,Pound net,55.3,55.7,45.6,59.0,144.1,Free
11271,Loggerhead,Alive,Pound net,55.3,55.7,45.6,59.0,144.1,Free
11272,Loggerhead,Alive,Pound net,54.9,55.3,45.5,59.6,180.6,Free
11273,Loggerhead,Alive,Pound net,54.9,55.3,45.5,59.6,180.6,Free
11274,Loggerhead,Alive,Pound net,54.9,55.3,45.5,59.6,180.6,Free
11275,Loggerhead,Alive,Pound net,54.9,55.3,45.5,59.6,180.6,Free
11276,Loggerhead,Alive,Pound net,55.1,55.8,46.0,60.8,271.9,Free
11277,Loggerhead,Alive,Pound net,55.1,55.8,46.0,60.8,271.9,Free
11278,Loggerhead,Alive,Pound net,55.1,55.8,46.0,60.8,271.9,Free
11279,Loggerhead,Alive,Pound net,55.1,55.8,46.0,60.8,271.9,Free
11280,Loggerhead,Alive,Pound net,56.0,56.5,46.3,60.2,144.1,Free
11281,Loggerhead,Alive,Pound net,56.0,56.5,46.3,60.2,144.1,Free
11282,Loggerhead,Alive,Pound net,56.0,56.5,46.3,60.2,144.1,Free
11283,Loggerhead,Alive,Pound net,56.0,56.5,46.3,60.2,144.1,Free
11284,Loggerhead,Alive,Pound net,57.0,57.6,47.9,61.7,251.9,Free
11285,Loggerhead,Alive,Pound net,57.0,57.6,47.9,61.7,251.9,Free
11286,Loggerhead,Alive,Pound net,57.0,57.6,47.9,61.7,251.9,Free
11287,Loggerhead,Alive,Pound net,57.0,57.6,47.9,61.7,251.9,Free
11288,Loggerhead,Alive,Gill net,57.2,58.6,46.6,62.9,115.7,Free
11289,Loggerhead,Alive,Gill net,57.2,58.6,46.6,62.9,115.7,Free
11290,Loggerhead,Alive,Pound net,71.2,72.3,61.6,76.3,352.9,Free
11291,Loggerhead,Alive,Pound net,71.2,72.3,61.6,76.3,352.9,Free
11292,Green,Alive,Pound net,27.4,27.8,22.5,28.7,78.7,Free
11293,Green,Alive,Pound net,27.4,27.8,22.5,28.7,78.7,Free
11294,Kemps_Ridley,Alive,Pound net,26.3,26.9,24.4,27.2,72.6,Free
11295,Kemps_Ridley,Alive,Pound net,26.3,26.9,24.4,27.2,72.6,Free
11296,Loggerhead,Alive,Pound net,70.0,71.7,57.5,75.7,155.4,Free
11297,Loggerhead,Alive,Pound net,70.0,71.7,57.5,75.7,155.4,Free
11298,Loggerhead,Alive,Pound net,55.6,56.9,47.1,61.1,155.4,Free
11299,Loggerhead,Alive,Pound net,64.9,66.0,55.9,69.4,155.4,Free
11300,Loggerhead,Alive,Pound net,64.9,66.0,55.9,69.4,155.4,Free
11301,Loggerhead,Alive,Pound net,72.3,72.9,59.5,78.0,155.4,Free
11302,Loggerhead,Alive,Pound net,72.3,72.9,59.5,78.0,155.4,Free
11303,Loggerhead,Alive,Pound net,68.7,69.9,56.2,74.2,155.4,Free
11304,Loggerhead,Alive,Pound net,68.7,69.9,56.2,74.2,155.4,Free
11305,Loggerhead,Alive,Pound net,65.0,66.1,54.6,70.2,155.4,Free
11306,Loggerhead,Alive,Pound net,65.0,66.1,54.6,70.2,155.4,Free
11307,Loggerhead,Alive,Pound net,51.6,52.8,43.2,56.4,155.4,Free
11308,Loggerhead,Alive,Pound net,51.6,52.8,43.2,56.4,155.4,Free
11309,Loggerhead,Alive,Pound net,69.7,70.4,57.5,74.0,155.4,Free
11310,Loggerhead,Alive,Pound net,69.7,70.4,57.5,74.0,155.4,Free
11311,Loggerhead,Alive,Pound net,61.7,63.2,52.7,68.8,155.4,Free
11312,Loggerhead,Alive,Pound net,61.7,63.2,52.7,68.8,155.4,Free
11313,Loggerhead,Alive,Pound net,61.7,63.3,53.3,67.5,155.4,Free
11314,Loggerhead,Alive,Pound net,61.7,63.3,53.3,67.5,155.4,Free
11315,Loggerhead,Alive,Pound net,61.7,63.3,53.3,67.5,155.4,Free
11316,Loggerhead,Alive,Pound net,61.7,63.3,53.3,67.5,155.4,Free
11317,Loggerhead,Alive,Pound net,57.2,57.7,47.7,60.0,155.4,Free
11318,Loggerhead,Alive,Pound net,57.2,57.7,47.7,60.0,155.4,Free
11319,Loggerhead,Alive,Gill net,62.3,94.6,75.9,67.5,5053.0,Free
11320,Loggerhead,Alive,Gill net,62.3,94.6,75.9,67.5,5053.0,Free
11321,Loggerhead,Alive,Pound net,46.2,47.5,41.5,50.7,155.4,Free
11322,Loggerhead,Alive,Pound net,46.2,47.5,41.5,50.7,155.4,Free
11323,Loggerhead,Alive,Leased Pound Net,59.6,60.7,49.9,65.6,1525.8,Free
11324,Loggerhead,Alive,Leased Pound Net,59.6,60.7,49.9,65.6,1525.8,Free
11325,Loggerhead,Alive,Pound net,59.7,60.8,50.0,65.2,155.4,Free
11326,Loggerhead,Alive,Pound net,59.7,60.8,50.0,65.2,155.4,Free
11327,Loggerhead,Alive,Pound net,67.0,68.5,56.4,72.0,155.4,Free
11328,Loggerhead,Alive,Pound net,67.0,68.5,56.4,72.0,155.4,Free
11329,Loggerhead,Alive,Pound net,68.0,69.2,56.3,73.7,155.4,Free
11330,Loggerhead,Alive,Pound net,68.0,69.2,56.3,73.7,155.4,Free
11331,Loggerhead,Alive,Pound net,68.0,69.2,56.3,73.7,155.4,Free
11332,Loggerhead,Alive,Pound net,70.7,73.3,54.3,78.2,155.4,Free
11333,Loggerhead,Alive,Pound net,70.7,73.3,54.3,78.2,155.4,Free
11334,Loggerhead,Alive,Pound net,70.7,73.3,54.3,78.2,155.4,Free
